relativePath,originalExt,originalBytes,webpBytes,deltaBytes,deltaPercent,originalSize,webpSize,quality
TROG/original/1-boy.png,png,290886,24508,-266378,-91.57,284.07 KB,23.93 KB,85
TROG/original/1-fork.png,png,184685,14682,-170003,-92.05,180.36 KB,14.34 KB,85
TROG/original/1-knife.png,png,60265,4954,-55311,-91.78,58.85 KB,4.84 KB,85
TROG/original/1-shoe.png,png,250055,24368,-225687,-90.25,244.19 KB,23.80 KB,85
TROG/original/1-tree.png,png,776336,49320,-727016,-93.65,758.14 KB,48.16 KB,85
TROG/original/10-boy1.png,png,427585,44094,-383491,-89.69,417.56 KB,43.06 KB,85
TROG/original/10-girl1.png,png,387565,37898,-349667,-90.22,378.48 KB,37.01 KB,85
TROG/original/10-girl2.png,png,340688,37364,-303324,-89.03,332.70 KB,36.49 KB,85
TROG/original/10-tall.png,png,501461,47456,-454005,-90.54,489.71 KB,46.34 KB,85
TROG/original/100-gray-plane-over-clouds.png,png,2304000,80436,-2223564,-96.51,2.20 MB,78.55 KB,85
TROG/original/100-gray-plane-under-clouds.png,png,2391260,94866,-2296394,-96.03,2.28 MB,92.64 KB,85
TROG/original/100-white-plane-over-clouds.png,png,2301598,80466,-2221132,-96.50,2.19 MB,78.58 KB,85
TROG/original/100-white-plane-under-clouds.png,png,2399348,100596,-2298752,-95.81,2.29 MB,98.24 KB,85
TROG/original/101-whale-above-fish-turtle.png,png,2354605,103674,-2250931,-95.60,2.25 MB,101.24 KB,85
TROG/original/101-whale-behind-fish-turtle.png,png,2364154,105570,-2258584,-95.53,2.25 MB,103.10 KB,85
TROG/original/101-whale-below-fish-turtle.png,png,2351744,107428,-2244316,-95.43,2.24 MB,104.91 KB,85
TROG/original/101-whale-between-fish-turtle.png,png,2381187,104672,-2276515,-95.60,2.27 MB,102.22 KB,85
TROG/original/102-car-into-tunnel.png,png,566185,27256,-538929,-95.19,552.92 KB,26.62 KB,85
TROG/original/102-car-out-of-tunnel.png,png,535964,26248,-509716,-95.10,523.40 KB,25.63 KB,85
TROG/original/102-car-truck-into-tunnel.png,png,543388,26154,-517234,-95.19,530.65 KB,25.54 KB,85
TROG/original/102-truck-into-tunnel.png,png,589708,27110,-562598,-95.40,575.89 KB,26.47 KB,85
TROG/original/103-homework-desk-puzzle.png,png,1311956,76872,-1235084,-94.14,1.25 MB,75.07 KB,85
TROG/original/103-homework-desk.png,png,269084,28904,-240180,-89.26,262.78 KB,28.23 KB,85
TROG/original/103-puzzle-desk.png,png,279438,29554,-249884,-89.42,272.89 KB,28.86 KB,85
TROG/original/103-puzzle-floor.png,png,1324979,81834,-1243145,-93.82,1.26 MB,79.92 KB,85
TROG/original/11-blue.png,png,139017,13774,-125243,-90.09,135.76 KB,13.45 KB,85
TROG/original/11-pink.png,png,146666,13096,-133570,-91.07,143.23 KB,12.79 KB,85
TROG/original/11-red.png,png,126533,18604,-107929,-85.30,123.57 KB,18.17 KB,85
TROG/original/11-yellow.png,png,116221,12238,-103983,-89.47,113.50 KB,11.95 KB,85
TROG/original/12-black-horse.png,png,310599,35160,-275439,-88.68,303.32 KB,34.34 KB,85
TROG/original/12-brown-horse.png,png,406934,39038,-367896,-90.41,397.40 KB,38.12 KB,85
TROG/original/12-grey-dog.png,png,270171,23638,-246533,-91.25,263.84 KB,23.08 KB,85
TROG/original/12-yellow-dog.png,png,268243,25890,-242353,-90.35,261.96 KB,25.28 KB,85
TROG/original/13-boy-running.png,png,259349,27804,-231545,-89.28,253.27 KB,27.15 KB,85
TROG/original/13-cat-sitting.png,png,418082,37322,-380760,-91.07,408.28 KB,36.45 KB,85
TROG/original/13-cow-walking.png,png,581530,54120,-527410,-90.69,567.90 KB,52.85 KB,85
TROG/original/13-person-sitting.png,png,695397,60934,-634463,-91.24,679.10 KB,59.51 KB,85
TROG/original/14-big-cup.png,png,291826,31604,-260222,-89.17,284.99 KB,30.86 KB,85
TROG/original/14-blue-box.png,png,129151,4794,-124357,-96.29,126.12 KB,4.68 KB,85
TROG/original/14-pink-cup.png,png,127294,11038,-116256,-91.33,124.31 KB,10.78 KB,85
TROG/original/14-purple-box.png,png,350315,19022,-331293,-94.57,342.10 KB,18.58 KB,85
TROG/original/15-dog-eating.png,png,246319,26656,-219663,-89.18,240.55 KB,26.03 KB,85
TROG/original/15-dog-sitting.png,png,254659,25214,-229445,-90.10,248.69 KB,24.62 KB,85
TROG/original/15-girl-sitting.png,png,216211,25482,-190729,-88.21,211.14 KB,24.88 KB,85
TROG/original/15-girl-skipping.png,png,291923,34950,-256973,-88.03,285.08 KB,34.13 KB,85
TROG/original/16-green-comb.png,png,127811,12120,-115691,-90.52,124.82 KB,11.84 KB,85
TROG/original/16-purple-ball.png,png,308110,26122,-281988,-91.52,300.89 KB,25.51 KB,85
TROG/original/16-red-ball.png,png,296292,24724,-271568,-91.66,289.35 KB,24.14 KB,85
TROG/original/16-red-comb.png,png,137737,19624,-118113,-85.75,134.51 KB,19.16 KB,85
TROG/original/17-boy-running.png,png,253573,29678,-223895,-88.30,247.63 KB,28.98 KB,85
TROG/original/17-boy-sitting.png,png,381222,40680,-340542,-89.33,372.29 KB,39.73 KB,85
TROG/original/17-cat-napping.png,png,245461,30280,-215181,-87.66,239.71 KB,29.57 KB,85
TROG/original/17-horse-standing.png,png,572759,51224,-521535,-91.06,559.33 KB,50.02 KB,85
TROG/original/18-baby-sitting.png,png,243777,21564,-222213,-91.15,238.06 KB,21.06 KB,85
TROG/original/18-dog-drinking.png,png,494849,38050,-456799,-92.31,483.25 KB,37.16 KB,85
TROG/original/18-dog-not-drinking.png,png,441245,28912,-412333,-93.45,430.90 KB,28.23 KB,85
TROG/original/18-girl-standing.png,png,491514,46136,-445378,-90.61,479.99 KB,45.05 KB,85
TROG/original/19-cat-sitting.png,png,304184,26970,-277214,-91.13,297.05 KB,26.34 KB,85
TROG/original/19-girl-jumping.png,png,407742,33618,-374124,-91.76,398.19 KB,32.83 KB,85
TROG/original/19-girl-not-jumping.png,png,358412,31326,-327086,-91.26,350.01 KB,30.59 KB,85
TROG/original/19-horse-standing.png,png,562067,46242,-515825,-91.77,548.89 KB,45.16 KB,85
TROG/original/2-bird.png,png,174751,16524,-158227,-90.54,170.66 KB,16.14 KB,85
TROG/original/2-chair.png,png,426897,33012,-393885,-92.27,416.89 KB,32.24 KB,85
TROG/original/2-hat.png,png,203075,24666,-178409,-87.85,198.32 KB,24.09 KB,85
TROG/original/2-woman.png,png,934428,77722,-856706,-91.68,912.53 KB,75.90 KB,85
TROG/original/20-dog-sitting.png,png,577947,60400,-517547,-89.55,564.40 KB,58.98 KB,85
TROG/original/20-dog-standing.png,png,477681,51554,-426127,-89.21,466.49 KB,50.35 KB,85
TROG/original/20-girl-standing.png,png,559986,56706,-503280,-89.87,546.86 KB,55.38 KB,85
TROG/original/20-man-standing.png,png,487500,41860,-445640,-91.41,476.07 KB,40.88 KB,85
TROG/original/21-boy-hold-box.png,png,349129,39152,-309977,-88.79,340.95 KB,38.23 KB,85
TROG/original/21-boy-jump-box.png,png,315425,33618,-281807,-89.34,308.03 KB,32.83 KB,85
TROG/original/21-boy-run.png,png,558396,58298,-500098,-89.56,545.31 KB,56.93 KB,85
TROG/original/21-horse-jump-box.png,png,330317,38602,-291715,-88.31,322.58 KB,37.70 KB,85
TROG/original/22-cat-on-table.png,png,393906,34210,-359696,-91.32,384.67 KB,33.41 KB,85
TROG/original/22-girl-at-table.png,png,430910,41982,-388928,-90.26,420.81 KB,41.00 KB,85
TROG/original/22-girl-on-table.png,png,420781,37850,-382931,-91.00,410.92 KB,36.96 KB,85
TROG/original/22-girl-squatting.png,png,398296,39974,-358322,-89.96,388.96 KB,39.04 KB,85
TROG/original/23-girl-kick-apple.png,png,327638,40842,-286796,-87.53,319.96 KB,39.88 KB,85
TROG/original/23-horse-eat-apple.png,png,818962,92132,-726830,-88.75,799.77 KB,89.97 KB,85
TROG/original/23-man-eat-apple.png,png,307305,29916,-277389,-90.27,300.10 KB,29.21 KB,85
TROG/original/23-woman-eat-dinner.png,png,482530,63224,-419306,-86.90,471.22 KB,61.74 KB,85
TROG/original/24-dog-carry-bag.png,png,315801,39480,-276321,-87.50,308.40 KB,38.55 KB,85
TROG/original/24-woman-carry-bag.png,png,364703,36162,-328541,-90.08,356.16 KB,35.31 KB,85
TROG/original/24-woman-carry-chair.png,png,447454,43540,-403914,-90.27,436.97 KB,42.52 KB,85
TROG/original/24-woman-drop-bag.png,png,536978,46296,-490682,-91.38,524.39 KB,45.21 KB,85
TROG/original/25-2-girls-on-table.png,png,503100,60552,-442548,-87.96,491.31 KB,59.13 KB,85
TROG/original/25-2-people-draw-on-table.png,png,605069,77334,-527735,-87.22,590.89 KB,75.52 KB,85
TROG/original/25-2-people-on-carpet.png,png,440059,48966,-391093,-88.87,429.75 KB,47.82 KB,85
TROG/original/25-boy-on-table.png,png,437273,49322,-387951,-88.72,427.02 KB,48.17 KB,85
TROG/original/26-2-girls-face-cow.png,png,613168,76458,-536710,-87.53,598.80 KB,74.67 KB,85
TROG/original/26-girl-faces-cow.png,png,519232,55328,-463904,-89.34,507.06 KB,54.03 KB,85
TROG/original/26-two-boys-ride-cow.png,png,404407,42336,-362071,-89.53,394.93 KB,41.34 KB,85
TROG/original/26-two-people-look-at-butterfly.png,png,364511,50268,-314243,-86.21,355.97 KB,49.09 KB,85
TROG/original/27-boys-jump-grass.png,png,587735,66098,-521637,-88.75,573.96 KB,64.55 KB,85
TROG/original/27-boys-jump-wall.png,png,683546,56922,-626624,-91.67,667.53 KB,55.59 KB,85
TROG/original/27-girl-jump-wall.png,png,594332,47898,-546434,-91.94,580.40 KB,46.78 KB,85
TROG/original/27-girls-behind-wall.png,png,868202,49506,-818696,-94.30,847.85 KB,48.35 KB,85
TROG/original/27-people-jump-wall.png,png,761480,66052,-695428,-91.33,743.63 KB,64.50 KB,85
TROG/original/28-boy-rides-elephant.png,png,470527,52134,-418393,-88.92,459.50 KB,50.91 KB,85
TROG/original/28-elephant-carries-them.png,png,466127,58346,-407781,-87.48,455.20 KB,56.98 KB,85
TROG/original/28-run-from-elephant.png,png,758100,95328,-662772,-87.43,740.33 KB,93.09 KB,85
TROG/original/28-woman-carries-babies.png,png,391107,58092,-333015,-85.15,381.94 KB,56.73 KB,85
TROG/original/29-boy-rides-horse.png,png,543639,59326,-484313,-89.09,530.90 KB,57.94 KB,85
TROG/original/29-girl-pushes-horse.png,png,508371,61958,-446413,-87.81,496.46 KB,60.51 KB,85
TROG/original/29-girl-pushes-man.png,png,348089,48016,-300073,-86.21,339.93 KB,46.89 KB,85
TROG/original/29-horse-pushes-girl.png,png,425471,54446,-371025,-87.20,415.50 KB,53.17 KB,85
TROG/original/3-comb.png,png,89317,11016,-78301,-87.67,87.22 KB,10.76 KB,85
TROG/original/3-man.png,png,375957,36818,-339139,-90.21,367.15 KB,35.96 KB,85
TROG/original/3-table.png,png,301586,36732,-264854,-87.82,294.52 KB,35.87 KB,85
TROG/original/3-wall.png,png,348003,21976,-326027,-93.69,339.85 KB,21.46 KB,85
TROG/original/30-boy-chases-ball.png,png,203023,26790,-176233,-86.80,198.26 KB,26.16 KB,85
TROG/original/30-boy-chases-sheep.png,png,654553,66336,-588217,-89.87,639.21 KB,64.78 KB,85
TROG/original/30-dog-chases-sheep.png,png,725756,74912,-650844,-89.68,708.75 KB,73.16 KB,85
TROG/original/30-sheep-chases-man.png,png,647800,73716,-574084,-88.62,632.62 KB,71.99 KB,85
TROG/original/31-dog-chases-boy.png,png,377817,39986,-337831,-89.42,368.96 KB,39.05 KB,85
TROG/original/31-girl-pets-dog.png,png,362929,51900,-311029,-85.70,354.42 KB,50.68 KB,85
TROG/original/31-man-chases-cart.png,png,546214,78822,-467392,-85.57,533.41 KB,76.97 KB,85
TROG/original/31-man-chases-dog.png,png,476003,58688,-417315,-87.67,464.85 KB,57.31 KB,85
TROG/original/32-cow-pushes-woman.png,png,678919,84756,-594163,-87.52,663.01 KB,82.77 KB,85
TROG/original/32-girl-feeds-cow.png,png,737986,90742,-647244,-87.70,720.69 KB,88.62 KB,85
TROG/original/32-girl-pushes-cow.png,png,750069,85912,-664157,-88.55,732.49 KB,83.90 KB,85
TROG/original/32-girl-pushes-woman.png,png,484166,66522,-417644,-86.26,472.82 KB,64.96 KB,85
TROG/original/33-girl-behind-chair.png,png,310648,36728,-273920,-88.18,303.37 KB,35.87 KB,85
TROG/original/33-man-in-chair.png,png,647290,46670,-600620,-92.79,632.12 KB,45.58 KB,85
TROG/original/33-woman-in-chair.png,png,573051,58180,-514871,-89.85,559.62 KB,56.82 KB,85
TROG/original/33-woman-on-grass.png,png,497265,53708,-443557,-89.20,485.61 KB,52.45 KB,85
TROG/original/34-guy-on-horse.png,png,406481,58130,-348351,-85.70,396.95 KB,56.77 KB,85
TROG/original/34-woman-holds-baby.png,png,320359,33638,-286721,-89.50,312.85 KB,32.85 KB,85
TROG/original/34-woman-holds-girl.png,png,429920,52350,-377570,-87.82,419.84 KB,51.12 KB,85
TROG/original/34-woman-holds-hands.png,png,738014,93064,-644950,-87.39,720.72 KB,90.88 KB,85
TROG/original/35-boy-in-tree.png,png,429922,46416,-383506,-89.20,419.85 KB,45.33 KB,85
TROG/original/35-boy-on-bench.png,png,244936,30788,-214148,-87.43,239.20 KB,30.07 KB,85
TROG/original/35-boy-touching-tree.png,png,495606,54106,-441500,-89.08,483.99 KB,52.84 KB,85
TROG/original/35-girl-in-tree.png,png,596251,61676,-534575,-89.66,582.28 KB,60.23 KB,85
TROG/original/36-boy-behind-horse.png,png,559231,64730,-494501,-88.43,546.12 KB,63.21 KB,85
TROG/original/36-girl-before-horse.png,png,639810,59174,-580636,-90.75,624.81 KB,57.79 KB,85
TROG/original/36-girl-rides-horse.png,png,542254,64886,-477368,-88.03,529.54 KB,63.37 KB,85
TROG/original/36-woman-on-bench.png,png,403965,48312,-355653,-88.04,394.50 KB,47.18 KB,85
TROG/original/37-cat-look-ball.png,png,270380,28780,-241600,-89.36,264.04 KB,28.11 KB,85
TROG/original/37-cats-look-ball.png,png,410360,38740,-371620,-90.56,400.74 KB,37.83 KB,85
TROG/original/37-cats-look-butterfly.png,png,373163,38256,-334907,-89.75,364.42 KB,37.36 KB,85
TROG/original/37-kids-play-ball.png,png,486194,49718,-436476,-89.77,474.80 KB,48.55 KB,85
TROG/original/38-dog-on-chairs.png,png,354582,36746,-317836,-89.64,346.27 KB,35.88 KB,85
TROG/original/38-guy-lay-on-chairs.png,png,389072,41458,-347614,-89.34,379.95 KB,40.49 KB,85
TROG/original/38-guy-on-chair.png,png,302872,31892,-270980,-89.47,295.77 KB,31.14 KB,85
TROG/original/38-guy-on-chairs.png,png,422257,43944,-378313,-89.59,412.36 KB,42.91 KB,85
TROG/original/39-boy-picks-apples.png,png,673334,62166,-611168,-90.77,657.55 KB,60.71 KB,85
TROG/original/39-boys-eat-apples.png,png,511992,50638,-461354,-90.11,499.99 KB,49.45 KB,85
TROG/original/39-boys-pick-apples.png,png,1493053,132810,-1360243,-91.10,1.42 MB,129.70 KB,85
TROG/original/39-they-eat-apples.png,png,537606,54510,-483096,-89.86,525.01 KB,53.23 KB,85
TROG/original/39-they-pick-flowers.png,png,692375,90312,-602063,-86.96,676.15 KB,88.20 KB,85
TROG/original/4-apple.png,png,476402,40532,-435870,-91.49,465.24 KB,39.58 KB,85
TROG/original/4-elephant.png,png,654919,50082,-604837,-92.35,639.57 KB,48.91 KB,85
TROG/original/4-fence.png,png,612637,61482,-551155,-89.96,598.28 KB,60.04 KB,85
TROG/original/4-grass.png,png,188744,15556,-173188,-91.76,184.32 KB,15.19 KB,85
TROG/original/40-girl-bounces-balls.png,png,382862,39542,-343320,-89.67,373.89 KB,38.62 KB,85
TROG/original/40-girl-drops-cup.png,png,347969,35156,-312813,-89.90,339.81 KB,34.33 KB,85
TROG/original/40-girl-drops-cups.png,png,444985,46114,-398871,-89.64,434.56 KB,45.03 KB,85
TROG/original/40-girl-hold-cup.png,png,377297,34448,-342849,-90.87,368.45 KB,33.64 KB,85
TROG/original/41-flower-pencil.png,png,86236,8434,-77802,-90.22,84.21 KB,8.24 KB,85
TROG/original/41-flower-short-pencil.png,png,54260,6276,-47984,-88.43,52.99 KB,6.13 KB,85
TROG/original/41-fork-long-pencil.png,png,61590,4462,-57128,-92.76,60.15 KB,4.36 KB,85
TROG/original/41-fork-short-pencil.png,png,49265,3270,-45995,-93.36,48.11 KB,3.19 KB,85
TROG/original/41-fork-spoon.png,png,62311,3256,-59055,-94.77,60.85 KB,3.18 KB,85
TROG/original/41-knife-long-pencil.png,png,100984,6816,-94168,-93.25,98.62 KB,6.66 KB,85
TROG/original/41-knife-short-pencil.png,png,86298,5464,-80834,-93.67,84.28 KB,5.34 KB,85
TROG/original/41-knife-spoon.png,png,102628,5488,-97140,-94.65,100.22 KB,5.36 KB,85
TROG/original/42-apple-cup-same.png,png,263016,18942,-244074,-92.80,256.85 KB,18.50 KB,85
TROG/original/42-box-bigger-ball.png,png,112152,4876,-107276,-95.65,109.52 KB,4.76 KB,85
TROG/original/42-box-bigger-cup.png,png,501407,29238,-472169,-94.17,489.66 KB,28.55 KB,85
TROG/original/42-box-cup-same.png,png,219924,14286,-205638,-93.50,214.77 KB,13.95 KB,85
TROG/original/43-bird-box-same.png,png,144141,9396,-134745,-93.48,140.76 KB,9.18 KB,85
TROG/original/43-bird-shoe-same.png,png,312010,29182,-282828,-90.65,304.70 KB,28.50 KB,85
TROG/original/43-shoe-bigger-bird.png,png,105433,12220,-93213,-88.41,102.96 KB,11.93 KB,85
TROG/original/43-shoe-bigger-cup.png,png,100686,11264,-89422,-88.81,98.33 KB,11.00 KB,85
TROG/original/44-feed-horse-apple.png,png,816409,70018,-746391,-91.42,797.27 KB,68.38 KB,85
TROG/original/44-horse-large-wall.png,png,1029684,81950,-947734,-92.04,1005.55 KB,80.03 KB,85
TROG/original/44-horse-small-wall.png,png,767113,56700,-710413,-92.61,749.13 KB,55.37 KB,85
TROG/original/44-tree-wall.png,png,1343289,102730,-1240559,-92.35,1.28 MB,100.32 KB,85
TROG/original/45-girl-chase-horse.png,png,483593,53610,-429983,-88.91,472.26 KB,52.35 KB,85
TROG/original/45-girl-ride-horse.png,png,347114,38400,-308714,-88.94,338.98 KB,37.50 KB,85
TROG/original/45-horse-chase-dog.png,png,447043,47986,-399057,-89.27,436.57 KB,46.86 KB,85
TROG/original/45-horse-chase-girl.png,png,510649,56778,-453871,-88.88,498.68 KB,55.45 KB,85
TROG/original/46-boy-push-elephant.png,png,1000786,73212,-927574,-92.68,977.33 KB,71.50 KB,85
TROG/original/46-boy-push-truck.png,png,415317,48164,-367153,-88.40,405.58 KB,47.04 KB,85
TROG/original/46-elephant-push-boy.png,png,763917,59200,-704717,-92.25,746.01 KB,57.81 KB,85
TROG/original/46-elephant-push-woman.png,png,800479,62848,-737631,-92.15,781.72 KB,61.38 KB,85
TROG/original/46-man-feed-elephant.png,png,891845,61722,-830123,-93.08,870.94 KB,60.28 KB,85
TROG/original/47-boy-chases-horse.png,png,624350,56292,-568058,-90.98,609.72 KB,54.97 KB,85
TROG/original/47-dog-chases-horse.png,png,517978,46314,-471664,-91.06,505.84 KB,45.23 KB,85
TROG/original/47-girl-rides-horse.png,png,471388,49560,-421828,-89.49,460.34 KB,48.40 KB,85
TROG/original/47-horse-chases-boy.png,png,633075,66306,-566769,-89.53,618.24 KB,64.75 KB,85
TROG/original/48-cow-pushes-man.png,png,598011,54668,-543343,-90.86,584.00 KB,53.39 KB,85
TROG/original/48-man-pushes-cow.png,png,509361,47160,-462201,-90.74,497.42 KB,46.05 KB,85
TROG/original/48-man-pushes-pram.png,png,506077,42868,-463209,-91.53,494.22 KB,41.86 KB,85
TROG/original/48-sheep-pushes-cow.png,png,503734,41762,-461972,-91.71,491.93 KB,40.78 KB,85
TROG/original/49-box-in-cup.png,png,486815,54916,-431899,-88.72,475.41 KB,53.63 KB,85
TROG/original/49-cup-beside-box.png,png,620024,64464,-555560,-89.60,605.49 KB,62.95 KB,85
TROG/original/49-cup-in-box.png,png,522215,66236,-455979,-87.32,509.98 KB,64.68 KB,85
TROG/original/49-cup-on-box.png,png,390200,43670,-346530,-88.81,381.05 KB,42.65 KB,85
TROG/original/5-dropping.png,png,400876,43680,-357196,-89.10,391.48 KB,42.66 KB,85
TROG/original/5-eating.png,png,328860,39330,-289530,-88.04,321.15 KB,38.41 KB,85
TROG/original/5-kicking.png,png,389957,51248,-338709,-86.86,380.82 KB,50.05 KB,85
TROG/original/5-riding.png,png,564700,69510,-495190,-87.69,551.46 KB,67.88 KB,85
TROG/original/50-pencil-beside-box.png,png,373409,23968,-349441,-93.58,364.66 KB,23.41 KB,85
TROG/original/50-pencil-in-box.png,png,404475,26276,-378199,-93.50,395.00 KB,25.66 KB,85
TROG/original/50-pencil-on-box.png,png,409717,25360,-384357,-93.81,400.11 KB,24.77 KB,85
TROG/original/50-pencil-under-box.png,png,282103,14660,-267443,-94.80,275.49 KB,14.32 KB,85
TROG/original/51-circle-beside-star.png,png,255059,21376,-233683,-91.62,249.08 KB,20.88 KB,85
TROG/original/51-circle-in-star.png,png,163829,16644,-147185,-89.84,159.99 KB,16.25 KB,85
TROG/original/51-star-below-circle.png,png,211252,17058,-194194,-91.93,206.30 KB,16.66 KB,85
TROG/original/51-star-in-circle.png,png,167589,15996,-151593,-90.46,163.66 KB,15.62 KB,85
TROG/original/52-boot-on-knife.png,png,247665,27136,-220529,-89.04,241.86 KB,26.50 KB,85
TROG/original/52-fork-beside-boot.png,png,275549,22906,-252643,-91.69,269.09 KB,22.37 KB,85
TROG/original/52-fork-in-boot.png,png,264020,21694,-242326,-91.78,257.83 KB,21.19 KB,85
TROG/original/52-fork-on-boot.png,png,301183,27418,-273765,-90.90,294.12 KB,26.78 KB,85
TROG/original/52-fork-under-boot.png,png,239316,19170,-220146,-91.99,233.71 KB,18.72 KB,85
TROG/original/52-knife-beside-boot.png,png,305802,33686,-272116,-88.98,298.63 KB,32.90 KB,85
TROG/original/52-knife-in-boot.png,png,287993,31784,-256209,-88.96,281.24 KB,31.04 KB,85
TROG/original/52-knife-on-boot.png,png,334936,41652,-293284,-87.56,327.09 KB,40.68 KB,85
TROG/original/53-boy-chases-horse.png,png,581100,56952,-524148,-90.20,567.48 KB,55.62 KB,85
TROG/original/53-horse-chases-boy.png,png,653255,63434,-589821,-90.29,637.94 KB,61.95 KB,85
TROG/original/53-horse-chases-tall-boy.png,png,724434,68852,-655582,-90.50,707.46 KB,67.24 KB,85
TROG/original/53-tall-boy-chases-horse.png,png,683494,65028,-618466,-90.49,667.47 KB,63.50 KB,85
TROG/original/54-blue-pencil-on-boot.png,png,185974,11908,-174066,-93.60,181.62 KB,11.63 KB,85
TROG/original/54-boot-on-blue-pencil.png,png,295372,34368,-261004,-88.36,288.45 KB,33.56 KB,85
TROG/original/54-boot-on-yellow-pencil.png,png,321672,39348,-282324,-87.77,314.13 KB,38.43 KB,85
TROG/original/54-yellow-pencil-on-boot.png,png,324845,38902,-285943,-88.02,317.23 KB,37.99 KB,85
TROG/original/55-brown-cat-chase-white-cow.png,png,373030,30218,-342812,-91.90,364.29 KB,29.51 KB,85
TROG/original/55-brown-cow-chase-white-cat.png,png,507282,48754,-458528,-90.39,495.39 KB,47.61 KB,85
TROG/original/55-white-cat-chase-brown-cow.png,png,477973,38872,-439101,-91.87,466.77 KB,37.96 KB,85
TROG/original/55-white-cow-chase-brown-cat.png,png,476347,41692,-434655,-91.25,465.18 KB,40.71 KB,85
TROG/original/56-green-star-below-circle.png,png,155377,11762,-143615,-92.43,151.74 KB,11.49 KB,85
TROG/original/56-star-beside-circle.png,png,251591,19982,-231609,-92.06,245.69 KB,19.51 KB,85
TROG/original/56-yellow-circle-in-star.png,png,221352,13230,-208122,-94.02,216.16 KB,12.92 KB,85
TROG/original/56-yellow-star-in-circle.png,png,159096,13910,-145186,-91.26,155.37 KB,13.58 KB,85
TROG/original/57-green-chair-green-box.png,png,343622,42820,-300802,-87.54,335.57 KB,41.82 KB,85
TROG/original/57-green-chair-red-box.png,png,382427,48684,-333743,-87.27,373.46 KB,47.54 KB,85
TROG/original/57-red-chair-green-box.png,png,342547,41406,-301141,-87.91,334.52 KB,40.44 KB,85
TROG/original/57-red-chair-red-box.png,png,364822,44868,-319954,-87.70,356.27 KB,43.82 KB,85
TROG/original/58-big-black-cat.png,png,280218,31594,-248624,-88.73,273.65 KB,30.85 KB,85
TROG/original/58-big-white-cat.png,png,353200,29350,-323850,-91.69,344.92 KB,28.66 KB,85
TROG/original/58-little-black-cat.png,png,179313,21016,-158297,-88.28,175.11 KB,20.52 KB,85
TROG/original/58-little-white-cat.png,png,150494,17352,-133142,-88.47,146.97 KB,16.95 KB,85
TROG/original/59-boy-jumps-horse-stands.png,png,532813,46046,-486767,-91.36,520.33 KB,44.97 KB,85
TROG/original/59-horse-and-boy-jump.png,png,656692,66306,-590386,-89.90,641.30 KB,64.75 KB,85
TROG/original/59-horse-and-boy-stand.png,png,628943,53966,-574977,-91.42,614.20 KB,52.70 KB,85
TROG/original/59-horse-jumps-boy-stands.png,png,646474,46140,-600334,-92.86,631.32 KB,45.06 KB,85
TROG/original/6-climbing.png,png,938821,74580,-864241,-92.06,916.82 KB,72.83 KB,85
TROG/original/6-picking.png,png,632264,80532,-551732,-87.26,617.45 KB,78.64 KB,85
TROG/original/6-running.png,png,309216,34802,-274414,-88.75,301.97 KB,33.99 KB,85
TROG/original/6-standing.png,png,419178,39718,-379460,-90.52,409.35 KB,38.79 KB,85
TROG/original/60-sitting-boy.png,png,401658,32538,-369120,-91.90,392.24 KB,31.78 KB,85
TROG/original/60-sitting-person-banana.png,png,370230,36844,-333386,-90.05,361.55 KB,35.98 KB,85
TROG/original/60-standing-man-banana.png,png,244723,31002,-213721,-87.33,238.99 KB,30.28 KB,85
TROG/original/60-standing-woman.png,png,296178,31728,-264450,-89.29,289.24 KB,30.98 KB,85
TROG/original/61-flower-above-pencil.png,png,134388,11304,-123084,-91.59,131.24 KB,11.04 KB,85
TROG/original/61-flower-behind-pencil.png,png,141276,11484,-129792,-91.87,137.96 KB,11.21 KB,85
TROG/original/61-pencil-above-flower.png,png,135183,11428,-123755,-91.55,132.01 KB,11.16 KB,85
TROG/original/61-pencil-beside-flower.png,png,140901,11236,-129665,-92.03,137.60 KB,10.97 KB,85
TROG/original/62-green-comb-below-spoon.png,png,113780,12620,-101160,-88.91,111.11 KB,12.32 KB,85
TROG/original/62-red-comb-beside-spoon.png,png,118681,13478,-105203,-88.64,115.90 KB,13.16 KB,85
TROG/original/62-yellow-comb-above-spoon.png,png,109577,9290,-100287,-91.52,107.01 KB,9.07 KB,85
TROG/original/62-yellow-comb-beside-spoon.png,png,117092,9190,-107902,-92.15,114.35 KB,8.97 KB,85
TROG/original/63-purple-star-beside-circle.png,png,219549,17422,-202127,-92.06,214.40 KB,17.01 KB,85
TROG/original/63-small-star-beside-circle.png,png,279404,22446,-256958,-91.97,272.86 KB,21.92 KB,85
TROG/original/63-star-above-circle.png,png,164144,15958,-148186,-90.28,160.30 KB,15.58 KB,85
TROG/original/63-star-below-circle.png,png,166136,15544,-150592,-90.64,162.24 KB,15.18 KB,85
TROG/original/64-square-above-star.png,png,131419,9722,-121697,-92.60,128.34 KB,9.49 KB,85
TROG/original/64-square-below-star.png,png,153988,13292,-140696,-91.37,150.38 KB,12.98 KB,85
TROG/original/64-square-beside-star.png,png,141021,10602,-130419,-92.48,137.72 KB,10.35 KB,85
TROG/original/64-square-beside-star2.png,png,139054,7334,-131720,-94.73,135.79 KB,7.16 KB,85
